timestamp,room,sensor_type,value,sensor_id
2025-08-29 20:39:42.548269,Room_1,motion,-1.0956432181678424,Room_1_motion_001
2025-08-29 20:39:42.548269,Room_2,motion,0.2380037296776021,Room_2_motion_001
2025-08-29 20:39:42.548269,Room_1,air_quality,20.17815914532562,Room_1_air_001
2025-08-29 20:39:42.548269,Room_1,humidity,54.71182917376423,Room_1_humidity_001
2025-08-29 20:39:42.548269,Room_1,temperature,21.48801181170381,Room_1_temp_001
2025-08-29 20:39:42.548269,Room_1,light,23.0214546500661,Room_1_light_001
2025-08-29 20:39:42.548269,Room_2,temperature,24.55327486427686,Room_2_temp_001
2025-08-29 20:39:42.548269,Room_2,humidity,48.227978096993766,Room_2_humidity_001
2025-08-29 20:39:42.548269,Room_2,air_quality,27.256858462679165,Room_2_air_001
2025-08-29 20:39:42.548269,Room_2,light,283.99795615166505,Room_2_light_001
2025-08-29 20:40:42.548269,Room_2,motion,0.2079341579487103,Room_2_motion_001
2025-08-29 20:40:42.548269,Room_1,motion,-2.484934197816524,Room_1_motion_001
2025-08-29 20:41:42.548269,Room_1,motion,-0.39743873969060445,Room_1_motion_001
2025-08-29 20:41:42.548269,Room_2,motion,0.9891513709227603,Room_2_motion_001
2025-08-29 20:42:42.548269,Room_2,motion,-0.07076304331041859,Room_2_motion_001
2025-08-29 20:42:42.548269,Room_1,motion,0.13091458744992882,Room_1_motion_001
2025-08-29 20:43:42.548269,Room_2,motion,0.6788787263011837,Room_2_motion_001
2025-08-29 20:43:42.548269,Room_1,motion,1.6151661785374085,Room_1_motion_001
2025-08-29 20:44:42.548269,Room_1,light,77.17942406254095,Room_1_light_001
2025-08-29 20:44:42.548269,Room_1,motion,3.063292477599046,Room_1_motion_001
2025-08-29 20:44:42.548269,Room_2,motion,-0.8947719692715296,Room_2_motion_001
2025-08-29 20:44:42.548269,Room_2,light,-0.24459895484220529,Room_2_light_001
2025-08-29 20:45:42.548269,Room_2,motion,-0.5032607875290294,Room_2_motion_001
2025-08-29 20:45:42.548269,Room_1,motion,0.3605764778681141,Room_1_motion_001
2025-08-29 20:46:42.548269,Room_1,motion,-1.051637849924675,Room_1_motion_001
2025-08-29 20:46:42.548269,Room_2,motion,-0.008286242828329585,Room_2_motion_001
2025-08-29 20:47:42.548269,Room_2,motion,2.279109258700638,Room_2_motion_001
2025-08-29 20:47:42.548269,Room_1,motion,-0.5922961439170927,Room_1_motion_001
2025-08-29 20:48:42.548269,Room_1,motion,-0.12951489462798613,Room_1_motion_001
2025-08-29 20:48:42.548269,Room_2,motion,0.9562303224931815,Room_2_motion_001
2025-08-29 20:49:42.548269,Room_1,motion,0.33048254113143216,Room_1_motion_001
2025-08-29 20:49:42.548269,Room_1,light,255.35053406192583,Room_1_light_001
2025-08-29 20:49:42.548269,Room_2,motion,1.1540896634880828,Room_2_motion_001
2025-08-29 20:49:42.548269,Room_2,light,59.155862056308436,Room_2_light_001
2025-08-29 20:50:42.548269,Room_2,motion,1.6650908580415875,Room_2_motion_001
2025-08-29 20:50:42.548269,Room_1,motion,0.9675419971977928,Room_1_motion_001
2025-08-29 20:51:42.548269,Room_2,motion,-0.20120093735592604,Room_2_motion_001
2025-08-29 20:51:42.548269,Room_1,motion,-1.265173200867948,Room_1_motion_001
2025-08-29 20:52:42.548269,Room_1,motion,-1.4883912721081793,Room_1_motion_001
2025-08-29 20:52:42.548269,Room_2,motion,-1.0204593385768335,Room_2_motion_001
2025-08-29 20:53:42.548269,Room_1,motion,-2.2535121566160146,Room_1_motion_001
2025-08-29 20:53:42.548269,Room_2,motion,0.4946064402404177,Room_2_motion_001
2025-08-29 20:54:42.548269,Room_1,temperature,22.856479787297772,Room_1_temp_001
2025-08-29 20:54:42.548269,Room_1,humidity,52.99366066044002,Room_1_humidity_001
2025-08-29 20:54:42.548269,Room_1,light,62.75018978693563,Room_1_light_001
2025-08-29 20:54:42.548269,Room_1,motion,1.2025308757213617,Room_1_motion_001
2025-08-29 20:54:42.548269,Room_2,temperature,22.854198732591612,Room_2_temp_001
2025-08-29 20:54:42.548269,Room_2,humidity,41.993997380418286,Room_2_humidity_001
2025-08-29 20:54:42.548269,Room_2,light,84.10880616551206,Room_2_light_001
2025-08-29 20:54:42.548269,Room_2,motion,-0.041912332059624885,Room_2_motion_001
2025-08-29 20:55:42.548269,Room_2,motion,-0.44931739813527966,Room_2_motion_001
2025-08-29 20:55:42.548269,Room_1,motion,0.9421268159426096,Room_1_motion_001
2025-08-29 20:56:42.548269,Room_2,motion,2.76106471358257,Room_2_motion_001
2025-08-29 20:56:42.548269,Room_1,motion,0.0633380808205789,Room_1_motion_001
2025-08-29 20:57:42.548269,Room_1,motion,-0.572626977587326,Room_1_motion_001
2025-08-29 20:57:42.548269,Room_2,motion,-2.111480890136187,Room_2_motion_001
2025-08-29 20:58:42.548269,Room_2,motion,-2.276467922032537,Room_2_motion_001
2025-08-29 20:58:42.548269,Room_1,motion,1.2939419763579578,Room_1_motion_001
2025-08-29 20:59:42.548269,Room_1,light,74.78002809270598,Room_1_light_001
2025-08-29 20:59:42.548269,Room_2,motion,-0.13517256219934315,Room_2_motion_001
2025-08-29 20:59:42.548269,Room_1,motion,-1.0224838720833656,Room_1_motion_001
2025-08-29 20:59:42.548269,Room_2,light,41.14792548389237,Room_2_light_001
2025-08-29 21:00:42.548269,Room_1,motion,0.19525725614909106,Room_1_motion_001
2025-08-29 21:00:42.548269,Room_2,motion,-0.16152003657858463,Room_2_motion_001
2025-08-29 21:01:42.548269,Room_2,motion,0.3357700527013705,Room_2_motion_001
2025-08-29 21:01:42.548269,Room_1,motion,1.5661963907872758,Room_1_motion_001
2025-08-29 21:02:42.548269,Room_2,motion,0.4070349219459614,Room_2_motion_001
2025-08-29 21:02:42.548269,Room_1,motion,1.1096301064638934,Room_1_motion_001
2025-08-29 21:03:42.548269,Room_1,motion,-0.6318109662552468,Room_1_motion_001
2025-08-29 21:03:42.548269,Room_2,motion,0.2834536713339239,Room_2_motion_001
2025-08-29 21:04:42.548269,Room_1,motion,2.3076500123518873,Room_1_motion_001
2025-08-29 21:04:42.548269,Room_2,motion,-0.7546298098551455,Room_2_motion_001
2025-08-29 21:04:42.548269,Room_2,light,266.1502818374417,Room_2_light_001
2025-08-29 21:04:42.548269,Room_1,light,100.87480993424084,Room_1_light_001
2025-08-29 21:05:42.548269,Room_1,motion,-0.5760865317094777,Room_1_motion_001
2025-08-29 21:05:42.548269,Room_2,motion,-0.19624858803600434,Room_2_motion_001
2025-08-29 21:06:42.548269,Room_1,motion,1.7838635232158793,Room_1_motion_001
2025-08-29 21:06:42.548269,Room_2,motion,0.4547715418403001,Room_2_motion_001
2025-08-29 21:07:42.548269,Room_1,motion,-0.33932775616812055,Room_1_motion_001
2025-08-29 21:07:42.548269,Room_2,motion,4.335913708909107,Room_2_motion_001
2025-08-29 21:08:42.548269,Room_2,motion,0.4756029598529388,Room_2_motion_001
2025-08-29 21:08:42.548269,Room_1,motion,-0.743441191446979,Room_1_motion_001
2025-08-29 21:09:42.548269,Room_1,humidity,70.11306805023636,Room_1_humidity_001
2025-08-29 21:09:42.548269,Room_1,air_quality,12.122358264893819,Room_1_air_001
2025-08-29 21:09:42.548269,Room_1,temperature,20.975303672488113,Room_1_temp_001
2025-08-29 21:09:42.548269,Room_2,light,-1.52756443076018,Room_2_light_001
2025-08-29 21:09:42.548269,Room_2,air_quality,23.977236313806223,Room_2_air_001
2025-08-29 21:09:42.548269,Room_2,temperature,22.628204087526463,Room_2_temp_001
2025-08-29 21:09:42.548269,Room_1,light,35.35191639896832,Room_1_light_001
2025-08-29 21:09:42.548269,Room_2,humidity,43.50465380436052,Room_2_humidity_001
2025-08-29 21:09:42.548269,Room_1,motion,0.7148064321793237,Room_1_motion_001
2025-08-29 21:09:42.548269,Room_2,motion,0.9989466387215118,Room_2_motion_001
2025-08-29 21:10:42.548269,Room_2,motion,7.893139208334757,Room_2_motion_001
2025-08-29 21:10:42.548269,Room_1,motion,0.5417837326872157,Room_1_motion_001
2025-08-29 21:11:42.548269,Room_1,motion,0.8921042329450745,Room_1_motion_001
2025-08-29 21:11:42.548269,Room_2,motion,1.2885204237239047,Room_2_motion_001
2025-08-29 21:12:42.548269,Room_1,motion,-0.05406094162687126,Room_1_motion_001
2025-08-29 21:12:42.548269,Room_2,motion,-0.394732370659338,Room_2_motion_001
2025-08-29 21:13:42.548269,Room_1,motion,2.2468808868068297,Room_1_motion_001
2025-08-29 21:13:42.548269,Room_2,motion,-0.7472144931261077,Room_2_motion_001
2025-08-29 21:14:42.548269,Room_1,motion,0.5616721263572344,Room_1_motion_001
2025-08-29 21:14:42.548269,Room_2,light,83.87450795866721,Room_2_light_001
2025-08-29 21:14:42.548269,Room_2,motion,-1.2477881838007239,Room_2_motion_001
2025-08-29 21:14:42.548269,Room_1,light,86.13564383389344,Room_1_light_001
2025-08-29 21:15:42.548269,Room_2,motion,-0.006335950144224389,Room_2_motion_001
2025-08-29 21:15:42.548269,Room_1,motion,0.6060933366293482,Room_1_motion_001
2025-08-29 21:16:42.548269,Room_2,motion,0.6744915101538417,Room_2_motion_001
2025-08-29 21:16:42.548269,Room_1,motion,-1.2084856146191978,Room_1_motion_001
2025-08-29 21:17:42.548269,Room_2,motion,1.5455306281041246,Room_2_motion_001
