timestamp,room,sensor_type,value,sensor_id
2025-08-29 20:39:42.548269,Room_1,motion,1.0,Room_1_motion_001
2025-08-29 20:39:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:39:42.548269,Room_1,air_quality,19.61,Room_1_air_001
2025-08-29 20:39:42.548269,Room_1,humidity,54.79,Room_1_humidity_001
2025-08-29 20:39:42.548269,Room_1,temperature,21.51,Room_1_temp_001
2025-08-29 20:39:42.548269,Room_1,light,23.25,Room_1_light_001
2025-08-29 20:39:42.548269,Room_2,temperature,22.11,Room_2_temp_001
2025-08-29 20:39:42.548269,Room_2,humidity,45.77,Room_2_humidity_001
2025-08-29 20:39:42.548269,Room_2,air_quality,27.49,Room_2_air_001
2025-08-29 20:39:42.548269,Room_2,light,284.67,Room_2_light_001
2025-08-29 20:40:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:40:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:41:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:41:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:42:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:42:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:43:42.548269,Room_2,motion,1.0,Room_2_motion_001
2025-08-29 20:43:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:44:42.548269,Room_1,light,78.31,Room_1_light_001
2025-08-29 20:44:42.548269,Room_1,motion,1.0,Room_1_motion_001
2025-08-29 20:44:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:44:42.548269,Room_2,light,0.0,Room_2_light_001
2025-08-29 20:45:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:45:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:46:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:46:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:47:42.548269,Room_2,motion,1.0,Room_2_motion_001
2025-08-29 20:47:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:48:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:48:42.548269,Room_2,motion,1.0,Room_2_motion_001
2025-08-29 20:49:42.548269,Room_1,motion,0.0,Room_1_motion_001
2025-08-29 20:49:42.548269,Room_1,light,255.68,Room_1_light_001
2025-08-29 20:49:42.548269,Room_2,motion,1.0,Room_2_motion_001
2025-08-29 20:49:42.548269,Room_2,light,60.72,Room_2_light_001
2025-08-29 20:50:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:50:42.548269,Room_1,motion,1.0,Room_1_motion_001
2025-08-29 20:51:42.548269,Room_2,motion,0.0,Room_2_motion_001
2025-08-29 20:51:42.548269,Room_1,motion,0.0,Room_1_motion_001
