timestamp,room,sensor_type,value,sensor_id,value_encrypted
2025-08-29 20:39:42.548269,Room_1,air_quality,15.832512991744201,Room_1_air_001,Z0FBQUFBQm91djAyUWhyeGY4RXJDSmtpSDhNUkgwdnJxa2tIQ2RTYUlBMTlZQ1lxTVhER1BvemYzYXBDSkNqdmF2NTV4c3JBLWZ4T01tRVlGLWxZbjVPQlRQRDlRR3h2TDdyNDZ5Q3N4dkhYRVZ1Z0tLNHlLVkU9
2025-08-29 21:09:42.548269,Room_1,air_quality,15.572002964417164,Room_1_air_001,Z0FBQUFBQm91djAyWldwRUFELThua3dQR05MRWhaNUxnT2NnaE1ONXRnTGVuZ0R1RDdnNVdoUndULXVCd3BUU3ZodENLNV9zT0dPYkwyTXNVeklVTmZKLVJyaktueE1WU3FjRlNvQWRlTENQRXEwVExabmZ6aWc9
2025-08-29 21:39:42.548269,Room_1,air_quality,14.751498585839203,Room_1_air_001,Z0FBQUFBQm91djAyV2JrSXVacF92dGo1bTFHbERtZnNVV2dOM29NR0ZldS10SGhTb3ZMOVZnX2N0VDZYQnZCdlVkWUZlbHNEUzdRLWVqYUViUWw4RS1aWEZkbEc3SjdweG1rNUg3SmNQRXZHY21JQ0dMQlRMc009
2025-08-29 22:09:42.548269,Room_1,air_quality,13.486417781422881,Room_1_air_001,Z0FBQUFBQm91djAyY1NGRjBmVURZVk9YbVIxbUNicEFRMXVtQ0lmTkNteW8zdWo2X1dRZWlWMW1oSFFuT1NVZlhiOE5QWjJSQTQtUnJHR2czbXQyREd1bVpmeWNXOU0zZFJfekxWTi1OdDdKQkd1Q3NJVmJmMjg9
2025-08-29 22:39:42.548269,Room_1,air_quality,16.50513439347082,Room_1_air_001,Z0FBQUFBQm91djAyU3F3eC1HemZwcmhXRnZvZ0NESDlYd19xSnhqaUdaSEN0VXpxYmpDb0llcVpGejBfcGdmY0NBWGZzTlRKdVZBSXVseUo4ZFJmcHEtdkV0SF9BVTRRa2toY185UUtxOFg3SnRuX3IwbXVYVUE9
2025-08-29 23:09:42.548269,Room_1,air_quality,16.424686477742835,Room_1_air_001,Z0FBQUFBQm91djAyOGlXQVAtTHduRlp4V1BSSjlxcjlac2tuN19jbVRreGlncGhBalA1azZTYmh1RkdSb3RqSWRTNUhkSkFNcU1JYi0yRXdsczFCd3pselRyTEdGdWhKMkl1aVNkZ0VXQzB2OVhPTUQ5MzYxUDA9
2025-08-29 20:39:42.548269,Room_1,humidity,55.79738384587212,Room_1_humidity_001,Z0FBQUFBQm91djAyQ1ZERERwT05PZUFPV3RYZVJsd0lZeDZXWGNJZVRYZVY1alEzbWZOTmxvMnVqX2JpajFrSEFSeU5zekVqbXlib3M1eS1pNTdDSkFBVTloSWFKYWFtU1RRcVhfSlAzZ3Z3ejN1VGJ1dkE1SE09
2025-08-29 20:54:42.548269,Room_1,humidity,56.48755531855325,Room_1_humidity_001,Z0FBQUFBQm91djAyem5salZsZlRjN0ZWd0k5WXVqcTJyWXY1bHJycGhvZnlrU18xVXVhaEVmVWIxYXRITjNtX2pHOFAzMFlQcDNJVE5Pbm5QQXN4Y25iLVpSankwY1hreVZsWkQ2RXZGa3RtNnllYzhvVUZnOU09
2025-08-29 21:09:42.548269,Room_1,humidity,55.646259850186716,Room_1_humidity_001,Z0FBQUFBQm91djAyM2VDczJJaFZfUWRlelBnT3RaZnJUZFJJeENxNVlaTFk3U2hQZU5FSkl0Z0J1R3FfcmZFWURTUlY2NVpkdGJNa2tYZ2VNdkR6RmkxTFVlSWtVYnZ0VVpoQU5TUVZQUjRaenRUUFZDMXhITDA9
2025-08-29 21:24:42.548269,Room_1,humidity,57.00527243709739,Room_1_humidity_001,Z0FBQUFBQm91djAydVJ2czdqazFxekViaFoyNy1HZkYzMnJsVzBwZWJSb2hnMnlKd0FtMnBJMkhnMUNyenJLM0w0bHg2cG9sX0pmOW1oVEIwYk82T0pYY1BZNTkwRW1QcVVtNGRpWkh5RDBRWGhVenpvanhQZTQ9
